    number     Model      flag         y         k       L_H       L_L       c_H       c_L       V_H       V_L      V_HL
         7         3         1    0.0972    0.1272    0.2058    0.6687    0.0683    0.0785  590.0367  606.5407    0.9728
         7         3         1    0.0979    0.1265    0.2058    0.6690    0.0685    0.0794  599.6219  617.5590    0.9710
         7         3         1    0.0986    0.1258    0.2057    0.6693    0.0687    0.0804  609.5154  628.9262    0.9691
         7         3         1    0.0992    0.1251    0.2056    0.6696    0.0689    0.0814  619.7327  640.6598    0.9673
         7         3         1    0.0999    0.1244    0.2056    0.6699    0.0691    0.0824  630.2903  652.7785    0.9655
         7         3         1    0.1006    0.1238    0.2055    0.6702    0.0693    0.0834  641.2057  665.3022    0.9638
         7         3         1    0.1012    0.1231    0.2054    0.6705    0.0695    0.0843  652.4978  678.2523    0.9620
         7         3         1    0.1019    0.1224    0.2053    0.6707    0.0697    0.0853  664.1868  691.6517    0.9603
         7         3         1    0.1026    0.1217    0.2052    0.6710    0.0699    0.0863  676.2943  705.5248    0.9586
         7         3         1    0.1033    0.1210    0.2051    0.6713    0.0700    0.0873  688.8435  719.8981    0.9569
         7         3         1    0.1039    0.1203    0.2050    0.6715    0.0702    0.0883  701.8593  734.7997    0.9552
         7         3         1    0.1046    0.1196    0.2049    0.6718    0.0704    0.0893  715.3685  750.2601    0.9535
         7         3         1    0.1053    0.1189    0.2047    0.6720    0.0706    0.0903  729.4001  766.3122    0.9518
         7         3         1    0.1060    0.1182    0.2046    0.6723    0.0707    0.0913  743.9854  782.9912    0.9502
         7         3         1    0.1066    0.1175    0.2045    0.6725    0.0709    0.0923  759.1579  800.3356    0.9485
         7         3         1    0.1073    0.1168    0.2043    0.6728    0.0711    0.0933  774.9543  818.3867    0.9469
         7         3         1    0.1080    0.1161    0.2042    0.6730    0.0712    0.0944  791.4141  837.1893    0.9453
         7         3         1    0.1087    0.1154    0.2040    0.6732    0.0714    0.0954  808.5805  856.7925    0.9437
         7         3         1    0.1094    0.1146    0.2038    0.6735    0.0715    0.0964  826.5002  877.2492    0.9421
         7         3         1    0.1100    0.1139    0.2037    0.6737    0.0717    0.0974  845.2242  898.6173    0.9406
         7         3         1    0.1107    0.1132    0.2035    0.6739    0.0719    0.0984  864.8084  920.9602    0.9390
         7         3         1    0.1114    0.1125    0.2033    0.6741    0.0720    0.0995  885.3134  944.3466    0.9375
         7         3         1    0.1121    0.1118    0.2032    0.6743    0.0722    0.1005  906.8064  968.8527    0.9360
         7         3         1    0.1128    0.1111    0.2030    0.6745    0.0723    0.1015  929.3609  994.5620    0.9344
         7         3         1    0.1135    0.1104    0.2028    0.6747    0.0725    0.1025  953.0579 1021.5661    0.9329
         7         3         1    0.1141    0.1097    0.2026    0.6749    0.0726    0.1036  977.9867 1049.9666    0.9314
         7         3         1    0.1148    0.1090    0.2024    0.6751    0.0728    0.1046 1004.2464 1079.8757    0.9300
         7         3         1    0.1155    0.1083    0.2022    0.6753    0.0729    0.1057 1031.9467 1111.4179    0.9285
         7         3         1    0.1162    0.1076    0.2020    0.6755    0.0731    0.1067 1061.2101 1144.7321    0.9270
         7         3         1    0.1169    0.1069    0.2018    0.6757    0.0732    0.1077 1092.1731 1179.9731    0.9256
         7         3         1    0.1176    0.1062    0.2015    0.6759    0.0733    0.1088 1124.9884 1217.3142    0.9242
         7         3         1    0.1183    0.1055    0.2013    0.6761    0.0735    0.1098 1159.8280 1256.9504    0.9227
         7         3         1    0.1189    0.1048    0.2011    0.6762    0.0736    0.1109 1196.8855 1299.1013    0.9213
         7         3         1    0.1196    0.1041    0.2009    0.6764    0.0737    0.1119 1236.3801 1344.0155    0.9199
         7         3         1    0.1203    0.1034    0.2006    0.6766    0.0739    0.1130 1278.5610 1391.9755    0.9185
         7         3         1    0.1210    0.1028    0.2004    0.6768    0.0740    0.1140 1323.7120 1443.3035    0.9171
         7         3         1    0.1217    0.1021    0.2002    0.6769    0.0741    0.1151 1372.1593 1498.3691    0.9158
         7         3         1    0.1224    0.1014    0.1999    0.6771    0.0743    0.1162 1424.2775 1557.5977    0.9144
         7         3         1    0.1231    0.1007    0.1997    0.6773    0.0744    0.1172 1480.5012 1621.4817    0.9131
         7         3         1    0.1238    0.1000    0.1994    0.6774    0.0745    0.1183 1541.3361 1690.5947    0.9117
         7         3         1    0.1245    0.0993    0.1992    0.6776    0.0746    0.1194 1607.3740 1765.6082    0.9104
         7         3         1    0.1252    0.0986    0.1989    0.6777    0.0748    0.1204 1679.3129 1847.3136    0.9091
         7         3         1    0.1259    0.0979    0.1986    0.6779    0.0749    0.1215 1757.9816 1936.6511    0.9077
         7         3         1    0.1266    0.0972    0.1984    0.6781    0.0750    0.1226 1844.3701 2034.7434    0.9064
         7         3         1    0.1273    0.0965    0.1981    0.6782    0.0751    0.1237 1939.6787 2142.9517    0.9051
         7         3         1    0.1280    0.0958    0.1978    0.6784    0.0753    0.1247 2045.3598 2262.9234    0.9039
         7         3         1    0.1287    0.0951    0.1976    0.6785    0.0754    0.1258 2163.2075 2396.6935    0.9026
         7         3         1    0.1294    0.0944    0.1973    0.6786    0.0755    0.1269 2295.4583 2546.7991    0.9013
         7         3         1    0.1301    0.0937    0.1970    0.6788    0.0756    0.1280 2444.9030 2716.4034    0.9001
         8         3         1    0.0335    0.0698    0.1828    0.6997    0.0333    0.0132-1395.3159-1160.4030    1.2024
         8         3         1    0.0459    0.1539    0.1667    0.5987    0.0409    0.0162  258.8348  215.0262    1.2037
         8         3         1    0.0466    0.1542    0.1688    0.6017    0.0417    0.0168  261.5327  217.9694    1.1999
         8         3         1    0.0473    0.1544    0.1709    0.6045    0.0424    0.0173  264.2350  220.9367    1.1960
         8         3         1    0.0480    0.1546    0.1728    0.6072    0.0431    0.0179  266.9434  223.9290    1.1921
         8         3         1    0.0230    0.0383    0.1186    0.6309    0.0336    0.0102  277.5292  218.6682    1.2692
         8         3         1    0.0494    0.1548    0.1765    0.6122    0.0444    0.0191  272.3852  229.9916    1.1843
         8         3         1    0.0501    0.1549    0.1782    0.6145    0.0450    0.0197  275.1220  233.0634    1.1805
         8         3         1    0.0507    0.1548    0.1799    0.6167    0.0457    0.0203  277.8716  236.1634    1.1766
         8         3         1    0.0514    0.1548    0.1815    0.6189    0.0463    0.0209  280.6356  239.2925    1.1728
         8         3         1    0.0520    0.1547    0.1830    0.6209    0.0469    0.0215  283.4157  242.4516    1.1690
         8         3         1    0.0527    0.1546    0.1845    0.6229    0.0475    0.0221  286.2135  245.6418    1.1652
         8         3         1    0.0533    0.1545    0.1859    0.6247    0.0481    0.0228  289.0306  248.8639    1.1614
         8         3         1    0.0540    0.1543    0.1873    0.6265    0.0486    0.0234  291.8687  252.1192    1.1577
         8         3         1    0.0546    0.1541    0.1886    0.6282    0.0492    0.0240  294.7294  255.4086    1.1540
         8         3         1    0.0553    0.1538    0.1899    0.6299    0.0497    0.0247  297.6144  258.7334    1.1503
         8         3         1    0.0559    0.1536    0.1911    0.6315    0.0503    0.0254  300.5252  262.0947    1.1466
         8         3         1    0.0565    0.1533    0.1923    0.6330    0.0508    0.0260  303.4634  265.4937    1.1430
         8         3         1    0.0572    0.1530    0.1934    0.6344    0.0513    0.0267  306.4309  268.9317    1.1394
         8         3         1    0.0244    0.0562    0.1158    0.6296    0.0314    0.0094  274.8155  215.8851    1.2730
         8         3         1    0.0245    0.0538    0.1173    0.6294    0.0321    0.0097  272.6559  214.3596    1.2720
         8         3         1    0.0240    0.0505    0.1165    0.6300    0.0321    0.0097  275.2101  216.3972    1.2718
         8         3         1    0.0239    0.0497    0.1164    0.6297    0.0321    0.0096  275.3504  216.4203    1.2723
         8         3         1    0.0234    0.0490    0.1144    0.6295    0.0315    0.0094  277.8701  218.0529    1.2743
         8         3         1    0.0234    0.0458    0.1164    0.6296    0.0324    0.0097  275.9632  216.8754    1.2725
         8         3         1    0.0615    0.1502    0.2000    0.6432    0.0546    0.0316  328.1585  294.2061    1.1154
         8         3         1    0.0229    0.0418    0.1164    0.6297    0.0326    0.0098  276.2239  217.0540    1.2726
         8         3         1    0.0226    0.0404    0.1157    0.6295    0.0324    0.0097  277.6461  218.0431    1.2734
         8         3         1    0.0634    0.1487    0.2023    0.6463    0.0558    0.0338  338.0768  305.7691    1.1057
         8         3         1    0.0222    0.0370    0.1161    0.6293    0.0326    0.0097  277.7121  218.0818    1.2734
         8         3         1    0.0217    0.0333    0.1165    0.6299    0.0328    0.0098  276.8097  217.4284    1.2731
         8         3         1    0.0652    0.1471    0.2044    0.6491    0.0570    0.0360  348.4297  317.8372    1.0963
         8         3         1    0.0658    0.1466    0.2050    0.6500    0.0574    0.0367  351.9862  321.9811    1.0932
         8         3         1    0.0664    0.1460    0.2056    0.6508    0.0577    0.0375  355.5989  326.1891    1.0902
         8         3         1    0.0670    0.1454    0.2061    0.6517    0.0581    0.0383  359.2698  330.4632    1.0872
         8         3         1    0.0676    0.1448    0.2067    0.6524    0.0585    0.0390  363.0011  334.8057    1.0842
         8         3         1    0.0682    0.1443    0.2072    0.6532    0.0588    0.0398  366.7951  339.2189    1.0813
         8         3         1    0.0688    0.1437    0.2077    0.6540    0.0592    0.0406  370.6539  343.7052    1.0784
         8         3         1    0.0694    0.1430    0.2082    0.6547    0.0595    0.0413  374.5800  348.2670    1.0756
         8         3         1    0.0700    0.1424    0.2086    0.6554    0.0598    0.0421  378.5760  352.9073    1.0727
         8         3         1    0.0706    0.1418    0.2090    0.6561    0.0602    0.0429  382.6438  357.6279    1.0699
         8         3         1    0.0712    0.1412    0.2094    0.6567    0.0605    0.0437  386.7866  362.4324    1.0672
         8         3         1    0.0718    0.1405    0.2098    0.6574    0.0608    0.0445  391.0068  367.3234    1.0645
         8         3         1    0.0724    0.1399    0.2102    0.6580    0.0611    0.0453  395.3072  372.3038    1.0618
         8         3         1    0.0730    0.1392    0.2106    0.6586    0.0614    0.0461  399.6907  377.3769    1.0591
         8         3         1    0.0736    0.1386    0.2109    0.6592    0.0617    0.0469  404.1603  382.5458    1.0565
         8         3         1    0.0742    0.1379    0.2112    0.6598    0.0620    0.0477  408.7190  387.8139    1.0539
         8         3         1    0.0748    0.1373    0.2115    0.6603    0.0623    0.0485  413.3702  393.1847    1.0513
         8         3         1    0.0754    0.1366    0.2118    0.6609    0.0626    0.0493  418.1171  398.6620    1.0488
         8         3         1    0.0760    0.1359    0.2121    0.6614    0.0628    0.0501  422.9634  404.2498    1.0463
         8         3         1    0.0765    0.1352    0.2123    0.6619    0.0631    0.0509  427.9120  409.9511    1.0438
         8         3         1    0.0771    0.1345    0.2125    0.6624    0.0634    0.0518  432.9675  415.7712    1.0414
         8         3         1    0.0777    0.1339    0.2128    0.6629    0.0637    0.0526  438.1336  421.7139    1.0389
         8         3         1    0.0783    0.1332    0.2130    0.6634    0.0639    0.0534  443.4143  427.7840    1.0365
         8         3         1    0.0789    0.1325    0.2132    0.6638    0.0642    0.0542  448.8140  433.9861    1.0342
         8         3         1    0.0795    0.1318    0.2134    0.6643    0.0644    0.0551  454.3373  440.3252    1.0318
         8         3         1    0.0801    0.1311    0.2135    0.6647    0.0647    0.0559  459.9884  446.8065    1.0295
         8         3         1    0.0807    0.1304    0.2137    0.6652    0.0649    0.0568  465.7728  453.4355    1.0272
         8         3         1    0.0813    0.1297    0.2138    0.6656    0.0652    0.0576  471.6954  460.2180    1.0249
         8         3         1    0.0819    0.1290    0.2140    0.6660    0.0654    0.0585  477.7616  467.1596    1.0227
         8         3         1    0.0825    0.1282    0.2141    0.6664    0.0656    0.0593  483.9775  474.2670    1.0205
         8         3         1    0.0831    0.1275    0.2142    0.6668    0.0659    0.0602  490.3479  481.5470    1.0183
         8         3         1    0.0837    0.1268    0.2143    0.6672    0.0661    0.0610  496.8802  489.0062    1.0161
         8         3         1    0.0843    0.1261    0.2144    0.6675    0.0663    0.0619  503.5807  496.6521    1.0140
         8         3         1    0.0849    0.1254    0.2145    0.6679    0.0665    0.0627  510.4562  504.4923    1.0118
         8         3         1    0.0855    0.1247    0.2145    0.6682    0.0667    0.0636  517.5141  512.5350    1.0097
         8         3         1    0.0861    0.1239    0.2146    0.6686    0.0670    0.0645  524.7620  520.7888    1.0076
         8         3         1    0.0867    0.1232    0.2147    0.6689    0.0672    0.0653  532.2080  529.2628    1.0056
         8         3         1    0.0873    0.1225    0.2147    0.6693    0.0674    0.0662  539.8609  537.9664    1.0035
         8         3         1    0.0879    0.1218    0.2147    0.6696    0.0676    0.0671  547.7293  546.9095    1.0015
         8         3         1    0.0885    0.1210    0.2148    0.6699    0.0678    0.0680  555.8236  556.1038    0.9995
         8         3         1    0.0891    0.1203    0.2148    0.6702    0.0680    0.0688  564.1532  565.5596    0.9975
         8         3         1    0.0896    0.1196    0.2148    0.6705    0.0682    0.0697  572.7291  575.2892    0.9955
         8         3         1    0.0902    0.1189    0.2148    0.6708    0.0684    0.0706  581.5627  585.3053    0.9936
         8         3         1    0.0908    0.1181    0.2148    0.6711    0.0686    0.0715  590.6661  595.6214    0.9917
         8         3         1    0.0914    0.1174    0.2148    0.6714    0.0688    0.0724  600.0523  606.2520    0.9898
         8         3         1    0.0920    0.1167    0.2148    0.6717    0.0689    0.0733  609.7347  617.2122    0.9879
         8         3         1    0.0926    0.1159    0.2147    0.6720    0.0691    0.0742  619.7281  628.5182    0.9860
         8         3         1    0.0932    0.1152    0.2147    0.6722    0.0693    0.0751  630.0480  640.1877    0.9842
         8         3         1    0.0938    0.1145    0.2147    0.6725    0.0695    0.0760  640.7108  652.2386    0.9823
         8         3         1    0.0944    0.1138    0.2146    0.6728    0.0697    0.0769  651.7343  664.6911    0.9805
         8         3         1    0.0950    0.1130    0.2146    0.6730    0.0698    0.0778  663.1374  677.5661    0.9787
         8         3         1    0.0956    0.1123    0.2145    0.6733    0.0700    0.0787  674.9405  690.8862    0.9769
         8         3         1    0.0962    0.1116    0.2144    0.6735    0.0702    0.0796  687.1650  704.6758    0.9752
         8         3         1    0.0968    0.1108    0.2144    0.6738    0.0703    0.0805  699.8344  718.9607    0.9734
         8         3         1    0.0975    0.1101    0.2143    0.6740    0.0705    0.0814  712.9737  733.7688    0.9717
         8         3         1    0.0981    0.1094    0.2142    0.6742    0.0707    0.0823  726.6095  749.1300    0.9699
         8         3         1    0.0987    0.1086    0.2141    0.6745    0.0708    0.0832  740.7717  765.0775    0.9682
         8         3         1    0.0993    0.1079    0.2140    0.6747    0.0710    0.0842  755.4908  781.6454    0.9665
         8         3         1    0.0999    0.1072    0.2139    0.6749    0.0712    0.0851  770.8008  798.8717    0.9649
         8         3         1    0.1005    0.1064    0.2138    0.6751    0.0713    0.0860  786.7383  816.7972    0.9632
         8         3         1    0.1011    0.1057    0.2137    0.6753    0.0715    0.0869  803.3432  835.4663    0.9616
         8         3         1    0.1017    0.1050    0.2136    0.6755    0.0716    0.0879  820.6584  854.9270    0.9599
         8         3         1    0.1023    0.1042    0.2135    0.6758    0.0718    0.0888  838.7308  875.2318    0.9583
         8         3         1    0.1029    0.1035    0.2133    0.6760    0.0719    0.0897  857.6116  896.4375    0.9567
         8         3         1    0.1035    0.1028    0.2132    0.6762    0.0721    0.0907  877.3565  918.6064    0.9551
         8         3         1    0.1041    0.1020    0.2131    0.6763    0.0722    0.0916  898.0266  941.8067    0.9535
         8         3         1    0.1047    0.1013    0.2129    0.6765    0.0724    0.0926  919.6887  966.1130    0.9519
         8         3         1    0.1053    0.1006    0.2128    0.6767    0.0725    0.0935  942.4164  991.6074    0.9504
         8         3         1    0.1059    0.0999    0.2126    0.6769    0.0726    0.0944  966.2905 1018.3800    0.9489
         8         3         1    0.1065    0.0991    0.2125    0.6771    0.0728    0.0954  991.4005 1046.5306    0.9473
         8         3         1    0.1072    0.0984    0.2123    0.6773    0.0729    0.0963 1017.8450 1076.1694    0.9458
         8         3         1    0.1078    0.0977    0.2122    0.6775    0.0730    0.0973 1045.7339 1107.4190    0.9443
         8         3         1    0.1084    0.0970    0.2120    0.6776    0.0732    0.0982 1075.1889 1140.4152    0.9428
         8         3         1    0.1090    0.0962    0.2118    0.6778    0.0733    0.0992 1106.3467 1175.3104    0.9413
         8         3         1    0.1096    0.0955    0.2117    0.6780    0.0734    0.1001 1139.3590 1212.2741    0.9399
         8         3         1    0.1102    0.0948    0.2115    0.6781    0.0736    0.1011 1174.3973 1251.4974    0.9384
         8         3         1    0.1108    0.0941    0.2113    0.6783    0.0737    0.1021 1211.6541 1293.1954    0.9369
         8         3         1    0.1114    0.0933    0.2111    0.6785    0.0738    0.1030 1251.3477 1337.6114    0.9355
         8         3         1    0.1121    0.0926    0.2109    0.6786    0.0739    0.1040 1293.7254 1385.0215    0.9341
         8         3         1    0.1127    0.0919    0.2107    0.6788    0.0741    0.1049 1339.0697 1435.7409    0.9327
         8         3         1    0.1133    0.0912    0.2105    0.6789    0.0742    0.1059 1387.7038 1490.1302    0.9313
         8         3         1    0.1139    0.0905    0.2103    0.6791    0.0743    0.1069 1439.9990 1548.6039    0.9299
         8         3         1    0.1145    0.0897    0.2101    0.6792    0.0744    0.1079 1496.3863 1611.6426    0.9285
         8         3         1    0.1151    0.0890    0.2099    0.6794    0.0745    0.1088 1557.3657 1679.8045    0.9271
         8         3         1    0.1158    0.0883    0.2097    0.6795    0.0747    0.1098 1623.5229 1753.7430    0.9257
         8         3         1    0.1164    0.0876    0.2095    0.6797    0.0748    0.1108 1695.5509 1834.2324    0.9244
         8         3         1    0.1170    0.0869    0.2093    0.6798    0.0749    0.1118 1774.2541 1922.1672    0.9230
         8         3         1    0.1176    0.0862    0.2091    0.6799    0.0750    0.1127 1860.6221 2018.6546    0.9217
         8         3         1    0.1182    0.0854    0.2089    0.6801    0.0751    0.1137 1955.8265 2125.0010    0.9204
         8         3         1    0.1189    0.0847    0.2086    0.6802    0.0752    0.1147 2061.2974 2242.8020    0.9191
         9         3         1    0.0523    0.1655    0.1577    0.5939    0.0414    0.0227  258.0678  228.9186    1.1273
         9         3         1    0.0531    0.1659    0.1596    0.5968    0.0421    0.0235  260.7855  231.9908    1.1241
         9         3         1    0.0540    0.1662    0.1615    0.5996    0.0428    0.0242  263.5116  235.0901    1.1209
         9         3         1    0.0548    0.1665    0.1632    0.6023    0.0435    0.0249  266.2479  238.2173    1.1177
         9         3         1    0.0556    0.1667    0.1649    0.6048    0.0441    0.0257  268.9962  241.3736    1.1144
         9         3         1    0.0564    0.1669    0.1665    0.6073    0.0448    0.0264  271.7582  244.5600    1.1112
         9         3         1    0.0572    0.1671    0.1681    0.6096    0.0454    0.0272  274.5358  247.7777    1.1080
         9         3         1    0.0580    0.1672    0.1695    0.6118    0.0461    0.0280  277.3306  251.0277    1.1048
         9         3         1    0.0588    0.1672    0.1710    0.6140    0.0467    0.0288  280.1445  254.3112    1.1016
         9         3         1    0.0596    0.1673    0.1723    0.6160    0.0473    0.0296  282.9788  257.6295    1.0984
         9         3         1    0.0604    0.1673    0.1737    0.6179    0.0478    0.0304  285.8355  260.9837    1.0952
         9         3         1    0.0612    0.1672    0.1749    0.6198    0.0484    0.0312  288.7163  264.3752    1.0921
         9         3         1    0.0620    0.1671    0.1761    0.6216    0.0490    0.0320  291.6229  267.8052    1.0889
         9         3         1    0.0288    0.0566    0.1131    0.6295    0.0368    0.0136  256.2332  209.9356    1.2205
         9         3         1    0.0636    0.1669    0.1784    0.6250    0.0500    0.0336  297.5199  274.7861    1.0827
         9         3         1    0.0281    0.0518    0.1130    0.6294    0.0369    0.0136  256.7806  210.3047    1.2210
         9         3         1    0.0279    0.0502    0.1128    0.6294    0.0369    0.0136  257.2201  210.6528    1.2211
         9         3         1    0.0275    0.0474    0.1128    0.6294    0.0369    0.0136  257.2693  210.6155    1.2215
         9         3         1    0.0277    0.0499    0.1120    0.6288    0.0366    0.0134  260.0408  212.8195    1.2219
         9         3         1    0.0674    0.1658    0.1832    0.6324    0.0525    0.0379  312.8313  293.0114    1.0676
         9         3         1    0.0682    0.1655    0.1840    0.6337    0.0530    0.0387  316.0048  296.8014    1.0647
         9         3         1    0.0690    0.1652    0.1848    0.6350    0.0535    0.0396  319.2195  300.6433    1.0618
         9         3         1    0.0697    0.1649    0.1856    0.6362    0.0539    0.0405  322.4774  304.5393    1.0589
         9         3         1    0.0705    0.1646    0.1863    0.6374    0.0544    0.0414  325.7800  308.4909    1.0560
         9         3         1    0.0712    0.1642    0.1870    0.6385    0.0548    0.0423  329.1294  312.5000    1.0532
         9         3         1    0.0590    0.0882    0.1924    0.6147    0.0701    0.0374  236.4427  208.4934    1.1341
         9         3         1    0.0728    0.1634    0.1883    0.6407    0.0556    0.0441  335.9759  320.6988    1.0476
         9         3         1    0.0735    0.1630    0.1889    0.6417    0.0560    0.0450  339.4770  324.8924    1.0449
         9         3         1    0.0743    0.1626    0.1895    0.6427    0.0564    0.0459  343.0326  329.1517    1.0422
         9         3         1    0.0750    0.1621    0.1900    0.6436    0.0568    0.0468  346.6450  333.4788    1.0395
         9         3         1    0.0758    0.1617    0.1905    0.6446    0.0572    0.0478  350.3162  337.8761    1.0368
         9         3         1    0.0765    0.1612    0.1910    0.6455    0.0576    0.0487  354.0484  342.3459    1.0342
         9         3         1    0.0773    0.1607    0.1915    0.6463    0.0580    0.0496  357.8439  346.8907    1.0316
         9         3         1    0.0780    0.1602    0.1919    0.6472    0.0583    0.0506  361.7050  351.5129    1.0290
         9         3         1    0.0788    0.1597    0.1923    0.6480    0.0587    0.0515  365.6341  356.2153    1.0264
         9         3         1    0.0795    0.1592    0.1927    0.6488    0.0590    0.0525  369.6336  361.0005    1.0239
         9         3         1    0.0803    0.1587    0.1931    0.6496    0.0594    0.0534  373.7063  365.8714    1.0214
         9         3         1    0.0810    0.1582    0.1935    0.6503    0.0597    0.0544  377.8546  370.8310    1.0189
         9         3         1    0.0818    0.1576    0.1938    0.6510    0.0601    0.0553  382.0813  375.8822    1.0165
         9         3         1    0.0825    0.1571    0.1941    0.6518    0.0604    0.0563  386.3894  381.0284    1.0141
         9         3         1    0.0833    0.1565    0.1944    0.6524    0.0607    0.0573  390.7821  386.2727    1.0117
         9         3         1    0.0840    0.1560    0.1946    0.6531    0.0610    0.0583  395.2612  391.6187    1.0093
         9         3         1    0.0848    0.1554    0.1949    0.6538    0.0613    0.0592  399.8315  397.0699    1.0070
         9         3         1    0.0855    0.1548    0.1951    0.6544    0.0616    0.0602  404.4949  402.6302    1.0046
         9         3         1    0.0863    0.1542    0.1953    0.6550    0.0619    0.0612  409.2552  408.3032    1.0023
         9         3         1    0.0870    0.1536    0.1955    0.6556    0.0622    0.0622  414.1176  414.0934    1.0001
         9         3         1    0.0878    0.1530    0.1957    0.6562    0.0625    0.0632  419.0839  420.0048    0.9978
         9         3         1    0.0885    0.1524    0.1959    0.6568    0.0628    0.0642  424.1585  426.0419    0.9956
         9         3         1    0.0893    0.1518    0.1960    0.6573    0.0631    0.0652  429.3457  432.2094    0.9934
         9         3         1    0.0900    0.1512    0.1961    0.6579    0.0634    0.0662  434.6495  438.5120    0.9912
         9         3         1    0.0908    0.1506    0.1962    0.6584    0.0637    0.0673  440.0745  444.9551    0.9890
         9         3         1    0.0915    0.1500    0.1964    0.6589    0.0639    0.0683  445.6253  451.5437    0.9869
