    number     Model      flag        RD         g       g_N       g_I      g_hH      g_hL       p_N       p_I     eps_N     eps_I
         9         3         1    0.0236    0.0248    0.0210    0.0210    0.0038    0.0038    1.1923    0.6235    0.0149    0.0078
         9         3         1    0.0238    0.0251    0.0214    0.0214    0.0037    0.0037    1.1814    0.6178    0.0152    0.0079
         9         3         1    0.0240    0.0255    0.0218    0.0218    0.0037    0.0037    1.1709    0.6122    0.0155    0.0081
         9         3         1    0.0242    0.0258    0.0221    0.0221    0.0037    0.0037    1.1606    0.6068    0.0158    0.0083
         9         3         1    0.0244    0.0262    0.0225    0.0225    0.0037    0.0037    1.1506    0.6016    0.0161    0.0084
         9         3         1    0.0246    0.0266    0.0229    0.0229    0.0037    0.0037    1.1408    0.5965    0.0164    0.0086
         9         3         1    0.0248    0.0269    0.0233    0.0233    0.0036    0.0036    1.1313    0.5915    0.0167    0.0087
         9         3         1    0.0250    0.0273    0.0237    0.0237    0.0036    0.0036    1.1220    0.5867    0.0170    0.0089
         9         3         1    0.0252    0.0277    0.0241    0.0241    0.0036    0.0036    1.1129    0.5819    0.0173    0.0091
         9         3         1    0.0254    0.0280    0.0245    0.0245    0.0036    0.0036    1.1041    0.5773    0.0177    0.0092
         9         3         1    0.0256    0.0284    0.0248    0.0248    0.0035    0.0035    1.0954    0.5728    0.0180    0.0094
         9         3         1    0.0258    0.0287    0.0252    0.0252    0.0035    0.0035    1.0870    0.5684    0.0183    0.0096
         9         3         1    0.0260    0.0291    0.0256    0.0256    0.0035    0.0035    1.0787    0.5640    0.0186    0.0097
         9         3         1    0.0654    0.0256    0.0222    0.0222    0.0034    0.0034    1.0950    0.7822    0.0158    0.0083
         9         3         1    0.0264    0.0298    0.0264    0.0264    0.0035    0.0035    1.0626    0.5556    0.0192    0.0100
         9         3         1    0.0678    0.0257    0.0223    0.0223    0.0034    0.0034    1.1722    0.6930    0.0159    0.0083
         9         3         1    0.0688    0.0258    0.0224    0.0224    0.0034    0.0034    1.2129    0.6379    0.0160    0.0084
         9         3         1    0.0702    0.0258    0.0223    0.0223    0.0034    0.0034    1.2291    0.6218    0.0160    0.0083
         9         3         1    0.0713    0.0264    0.0230    0.0230    0.0034    0.0034    1.3116    0.4693    0.0165    0.0086
         9         3         1    0.0273    0.0317    0.0283    0.0283    0.0034    0.0034    1.0250    0.5360    0.0208    0.0109
         9         3         1    0.0275    0.0320    0.0287    0.0287    0.0034    0.0034    1.0179    0.5323    0.0211    0.0110
         9         3         1    0.0277    0.0324    0.0291    0.0291    0.0033    0.0033    1.0110    0.5286    0.0214    0.0112
         9         3         1    0.0278    0.0328    0.0294    0.0294    0.0033    0.0033    1.0041    0.5250    0.0217    0.0113
         9         3         1    0.0280    0.0331    0.0298    0.0298    0.0033    0.0033    0.9973    0.5215    0.0220    0.0115
         9         3         1    0.0282    0.0335    0.0302    0.0302    0.0033    0.0033    0.9907    0.5180    0.0223    0.0117
         9         3         1    0.0141    0.0139    0.0103    0.0103    0.0036    0.0036    2.2241   -0.5853    0.0067    0.0035
         9         3         1    0.0285    0.0342    0.0310    0.0310    0.0033    0.0033    0.9777    0.5112    0.0230    0.0120
         9         3         1    0.0287    0.0346    0.0314    0.0314    0.0033    0.0033    0.9713    0.5079    0.0233    0.0122
         9         3         1    0.0289    0.0350    0.0317    0.0317    0.0032    0.0032    0.9651    0.5046    0.0236    0.0123
         9         3         1    0.0290    0.0354    0.0321    0.0321    0.0032    0.0032    0.9589    0.5014    0.0239    0.0125
         9         3         1    0.0292    0.0357    0.0325    0.0325    0.0032    0.0032    0.9529    0.4982    0.0242    0.0127
         9         3         1    0.0293    0.0361    0.0329    0.0329    0.0032    0.0032    0.9469    0.4951    0.0245    0.0128
         9         3         1    0.0295    0.0365    0.0333    0.0333    0.0032    0.0032    0.9410    0.4920    0.0249    0.0130
         9         3         1    0.0297    0.0368    0.0337    0.0337    0.0032    0.0032    0.9352    0.4890    0.0252    0.0132
         9         3         1    0.0298    0.0372    0.0341    0.0341    0.0032    0.0032    0.9295    0.4860    0.0255    0.0133
         9         3         1    0.0300    0.0376    0.0344    0.0344    0.0032    0.0032    0.9238    0.4830    0.0258    0.0135
         9         3         1    0.0301    0.0380    0.0348    0.0348    0.0031    0.0031    0.9182    0.4801    0.0261    0.0137
         9         3         1    0.0303    0.0383    0.0352    0.0352    0.0031    0.0031    0.9127    0.4772    0.0265    0.0138
         9         3         1    0.0304    0.0387    0.0356    0.0356    0.0031    0.0031    0.9073    0.4744    0.0268    0.0140
         9         3         1    0.0306    0.0391    0.0360    0.0360    0.0031    0.0031    0.9019    0.4716    0.0271    0.0142
         9         3         1    0.0307    0.0395    0.0364    0.0364    0.0031    0.0031    0.8967    0.4689    0.0274    0.0143
         9         3         1    0.0309    0.0398    0.0368    0.0368    0.0031    0.0031    0.8914    0.4661    0.0278    0.0145
         9         3         1    0.0310    0.0402    0.0372    0.0372    0.0031    0.0031    0.8863    0.4634    0.0281    0.0147
         9         3         1    0.0312    0.0406    0.0375    0.0375    0.0031    0.0031    0.8812    0.4608    0.0284    0.0149
         9         3         1    0.0313    0.0410    0.0379    0.0379    0.0031    0.0031    0.8762    0.4581    0.0287    0.0150
         9         3         1    0.0314    0.0414    0.0383    0.0383    0.0030    0.0030    0.8712    0.4555    0.0291    0.0152
         9         3         1    0.0316    0.0417    0.0387    0.0387    0.0030    0.0030    0.8663    0.4530    0.0294    0.0154
         9         3         1    0.0317    0.0421    0.0391    0.0391    0.0030    0.0030    0.8614    0.4504    0.0297    0.0155
         9         3         1    0.0319    0.0425    0.0395    0.0395    0.0030    0.0030    0.8566    0.4479    0.0301    0.0157
         9         3         1    0.0320    0.0429    0.0399    0.0399    0.0030    0.0030    0.8519    0.4454    0.0304    0.0159
         9         3         1    0.0321    0.0433    0.0403    0.0403    0.0030    0.0030    0.8472    0.4430    0.0307    0.0161
         9         3         1    0.0323    0.0436    0.0406    0.0406    0.0030    0.0030    0.8426    0.4406    0.0310    0.0162
         9         3         1    0.0324    0.0440    0.0410    0.0410    0.0030    0.0030    0.8380    0.4382    0.0314    0.0164
         9         3         1    0.0325    0.0444    0.0414    0.0414    0.0030    0.0030    0.8335    0.4358    0.0317    0.0166
         9         3         1    0.0327    0.0448    0.0418    0.0418    0.0030    0.0030    0.8290    0.4335    0.0320    0.0168
         9         3         1    0.0328    0.0452    0.0422    0.0422    0.0029    0.0029    0.8246    0.4312    0.0324    0.0169
         9         3         1    0.0329    0.0455    0.0426    0.0426    0.0029    0.0029    0.8202    0.4289    0.0327    0.0171
         9         3         1    0.0330    0.0459    0.0430    0.0430    0.0029    0.0029    0.8159    0.4266    0.0330    0.0173
         9         3         1    0.0332    0.0463    0.0434    0.0434    0.0029    0.0029    0.8116    0.4244    0.0334    0.0175
         9         3         1    0.0333    0.0467    0.0438    0.0438    0.0029    0.0029    0.8074    0.4222    0.0337    0.0176
         9         3         1    0.0334    0.0471    0.0442    0.0442    0.0029    0.0029    0.8032    0.4200    0.0340    0.0178
         9         3         1    0.0335    0.0475    0.0446    0.0446    0.0029    0.0029    0.7991    0.4178    0.0344    0.0180
         9         3         1    0.0337    0.0478    0.0450    0.0450    0.0029    0.0029    0.7950    0.4157    0.0347    0.0182
         9         3         1    0.0338    0.0482    0.0453    0.0453    0.0029    0.0029    0.7909    0.4136    0.0351    0.0183
         9         3         1    0.0339    0.0486    0.0457    0.0457    0.0029    0.0029    0.7869    0.4115    0.0354    0.0185
         9         3         1    0.0340    0.0490    0.0461    0.0461    0.0029    0.0029    0.7829    0.4094    0.0357    0.0187
         9         3         1    0.0341    0.0494    0.0465    0.0465    0.0029    0.0029    0.7790    0.4073    0.0361    0.0189
         9         3         1    0.0343    0.0498    0.0469    0.0469    0.0029    0.0029    0.7751    0.4053    0.0364    0.0190
         9         3         1    0.0344    0.0502    0.0473    0.0473    0.0028    0.0028    0.7713    0.4033    0.0367    0.0192
         9         3         1    0.0345    0.0505    0.0477    0.0477    0.0028    0.0028    0.7674    0.4013    0.0371    0.0194
         9         3         1    0.0346    0.0509    0.0481    0.0481    0.0028    0.0028    0.7637    0.3993    0.0374    0.0196
         9         3         1    0.0347    0.0513    0.0485    0.0485    0.0028    0.0028    0.7599    0.3974    0.0378    0.0197
         9         3         1    0.0348    0.0517    0.0489    0.0489    0.0028    0.0028    0.7562    0.3954    0.0381    0.0199
         9         3         1    0.0349    0.0521    0.0493    0.0493    0.0028    0.0028    0.7526    0.3935    0.0385    0.0201
         9         3         1    0.0351    0.0525    0.0497    0.0497    0.0028    0.0028    0.7489    0.3916    0.0388    0.0203
         9         3         1    0.0352    0.0529    0.0501    0.0501    0.0028    0.0028    0.7453    0.3897    0.0391    0.0205
         9         3         1    0.0353    0.0533    0.0505    0.0505    0.0028    0.0028    0.7418    0.3879    0.0395    0.0206
         9         3         1    0.0354    0.0537    0.0509    0.0509    0.0028    0.0028    0.7383    0.3860    0.0398    0.0208
         9         3         1    0.0355    0.0540    0.0513    0.0513    0.0028    0.0028    0.7348    0.3842    0.0402    0.0210
         9         3         1    0.0356    0.0544    0.0517    0.0517    0.0028    0.0028    0.7313    0.3824    0.0405    0.0212
         9         3         1    0.0357    0.0548    0.0521    0.0521    0.0028    0.0028    0.7279    0.3806    0.0409    0.0214
         9         3         1    0.0358    0.0552    0.0525    0.0525    0.0028    0.0028    0.7245    0.3788    0.0412    0.0215
         9         3         1    0.0359    0.0556    0.0529    0.0529    0.0028    0.0028    0.7211    0.3771    0.0416    0.0217
         9         3         1    0.0360    0.0560    0.0533    0.0533    0.0027    0.0027    0.7178    0.3753    0.0419    0.0219
         9         3         1    0.0361    0.0564    0.0537    0.0537    0.0027    0.0027    0.7145    0.3736    0.0423    0.0221
         9         3         1    0.0362    0.0568    0.0540    0.0540    0.0027    0.0027    0.7112    0.3719    0.0426    0.0223
         9         3         1    0.0363    0.0572    0.0544    0.0544    0.0027    0.0027    0.7080    0.3702    0.0430    0.0225
         9         3         1    0.0364    0.0576    0.0548    0.0548    0.0027    0.0027    0.7048    0.3685    0.0433    0.0226
         9         3         1    0.0365    0.0580    0.0552    0.0552    0.0027    0.0027    0.7016    0.3668    0.0437    0.0228
         9         3         1    0.0366    0.0584    0.0556    0.0556    0.0027    0.0027    0.6984    0.3652    0.0440    0.0230
         9         3         1    0.0367    0.0587    0.0560    0.0560    0.0027    0.0027    0.6953    0.3636    0.0444    0.0232
         9         3         1    0.0368    0.0591    0.0564    0.0564    0.0027    0.0027    0.6922    0.3619    0.0447    0.0234
         9         3         1    0.0369    0.0595    0.0568    0.0568    0.0027    0.0027    0.6891    0.3603    0.0451    0.0236
         9         3         1    0.0370    0.0599    0.0572    0.0572    0.0027    0.0027    0.6861    0.3587    0.0454    0.0237
         9         3         1    0.0371    0.0603    0.0576    0.0576    0.0027    0.0027    0.6831    0.3572    0.0458    0.0239
         9         3         1    0.0372    0.0607    0.0580    0.0580    0.0027    0.0027    0.6801    0.3556    0.0461    0.0241
         9         3         1    0.0373    0.0611    0.0584    0.0584    0.0027    0.0027    0.6771    0.3540    0.0465    0.0243
         9         3         1    0.0374    0.0615    0.0588    0.0588    0.0027    0.0027    0.6742    0.3525    0.0468    0.0245
         9         3         1    0.0375    0.0619    0.0592    0.0592    0.0027    0.0027    0.6712    0.3510    0.0472    0.0247
         9         3         1    0.0376    0.0623    0.0596    0.0596    0.0027    0.0027    0.6684    0.3495    0.0475    0.0249
